card_name,card_number
Mew EX (Full Art),RC24/RC25
Cynthia's Feelings - 2009 (Stephen Silvestro),131/146
Mewtwo EX - 2012 (Chase Moloney),54/99
Zapdos ex,192/165
Jubilife Village (Secret),212/189
Zygarde GX,SV65/SV94
Reuniclus,57/114
Marshadow GX (Secret),156/147
Vibrava,42/101
Flygon GX (Secret),256/236
Colress's Experiment (Full Art),190/196
Galarian Ponyta - SWSH013 (General Mills Promo),SWSH013
Litten - SM02 (General Mills Promo),SM02
Briar,171/142
Glaceon - 171 (Cosmos Holo),171
Oricorio ex - 024,024
Fomantis,085/084
Swampert - 2004 (Reed Weichler),13/109
Yanma (Shiny),SH9
Mawile V (Full Art),178/195
Krookodile,137/086
Energy Switch,109/108
Seadra,42/62
Blaziken,1/106
Psychic Energy - 2009 (David Cohen),
Mime Jr. - DP22,DP22
Chesnaught EX - XY18,XY18
Thundurus EX - 2013 (Yugo Sato),38/116
Cacturne (Delta Species),15/100
Hisuian Sneasler V (Full Art),174/189
Celesteela GX (Secret Rare),162/156
Gardevoir ex,228/198
Ho-Oh ex (Non-Holo),017/017
Altaria,40/70
Sylveon ex,156/131
Water Energy (#26),26/30
Cetoddle,053/193
Miraidon ex,244/198
Dark Slowking,9/109
Garchomp,001/017
Infernape V - SWSH252,SWS252
Pokemon Reversal - 2005 (Curran Hill),97/112
Miraidon - 013 (Pokemon Center Exclusive),013
Gardevoir LV.X - 2008 (Jason Klaczynski),131/132
Uxie - 2010 (Mychael Bryan),43/146
Glaceon V - SWSH196,SWSH196
Jigglypuff,65/112
Magcargo GX,44/214
Crawdaunt,22/146
Umbreon ex,161/131
Pidgeotto,58/132
Sabrina's Porygon,098/132
Jirachi - 2018 (Magnus Pedersen),XY67
Xatu (H32),H32/H32
Team Rocket's Meowth,18/53
Blaziken,15/109
Night Stretcher - 2025 (Yuya Okita),
Ampharos,090/086
Haunter,50/130
Drampa GX (Full Art),142/145
Cloyster (Delta Species),14/101
Chandelure,30/236
Boltund V,103/264
Glaceon (Poke Ball Pattern),025/131
Grass Energy,105/114
Clefairy,63/108
Nidoran F (81),081/144
Psychic Energy,109/110
Scoop Up Cyclone,162/167
Charizard - SM158 [Staff],SM158
Beartic,030/098
Huntail,18/92
Altaria (74 Delta),74/108
Professor Elm's Lecture,188a/214
Mystery Zone,137/144
Delcatty,34/100
Dark Slowbro (29),29/82
Prime Catcher - 2024 (Jesse Parker),157/162
Gyarados GX,16/68
Rayquaza GX (Secret),177/168
Rapidash (28),28/99
Glaceon (20),20/100
Entei & Raikou Legend (top),90/95
Celio's Network - 2008 (Paul Atanassov),73/100
Sunflora,16/115
Numel,223/217
Potion - 2012 (Zachary Bokhari),100/114
Umbreon (60),60/108
Apricorn Maker,121/144
Honedge,007/012
Samurott,41/149
Haunter,35/102
Coalossal - SWSH054,SWSH054
N's Zoroark ex,175/159
Swablu,86/106
Gyarados,24/124
Solgaleo GX,089/149
Kangaskhan ex,190/165
Machamp - XY13 (Prerelease) [Staff],XY13
Team Aqua's Carvanha,25/95
Celebi Star,100/100
Murkrow,079/144
Swampert ex,98/100
Luminous Energy,226/167
Dark Vaporeon,009/110
Thundurus EX (Team Plasma) - BW81,BW81
Naganadel & Guzzlord GX (Alternate Full Art),224/236
Flapple - SWSH022 (Prerelease),SWSH022
Super Rod,276/193
Aipom (San Diego Comic Con),43/95
Giovanni's Last Resort,105/132
Crobat (Team Plasma),55/135
Combusken,006/017
Reshiram EX,22/99
Turtonator - 2019 (Kaya Lichtleitner),50/70
Sylveon V (Full Art),183/203
Jumpluff,6/123
Raichu ex,97/106
Snorlax VMAX,142/202
Kangaskhan,017/034
Clamperl,195/182
Zorua (69),69/108
Super Rod - 2016 (Shunto Sadahiro),149/162
Weavile,40/130
Dark Dugtrio (6),06/82
Celebi (3),03/64
Decidueye ex,012/088
Sudowoodo,26/64
Tyrogue,66/75
Groudon,199/182
Absol (Prime),91/102
Rayquaza VMAX,TG20/TG30
Parallel City - 2016 (Shintaro Ito),145/162
Dialga,112/203
Darkness Energy (2024),015
Sinistcha ex,210/167
Tandemaus,209/091
Claydol,092/086
Goldeen,078/147
Ho-oh (18),18/64
Floette,XY139
Azelf (19) - 2010 (Yuta Komatsuda),19/146
Arcanine,
Medicham ex - 2005 (Curran Hill),95/106
Manaphy,34/135
Parallel City,145/162
Cinccino ex,105/086
Code Card - Gengar EX Box,
Entei,4/132
Ampharos (Delta Species),1/101
Doublade - 067 [Staff],067
Regirock EX,043a/124
Sharpedo,111/214
Ultra Ball - 2013 (Yugo Sato),102/108
Zeraora GX (Full Art),201/214
Centiskorch V,SV108/SV122
Parallel City - 2018 (Robin Schulz),145/162
Solgaleo GX (Full Art),143/149
Manaphy,009/130
Bill's Teleporter,091/111
Pikachu,049/203
Energy Search,59/62
Barbaracle - 065,065
Pelipper - 022 (Prerelease),022
Blastoise EX,17/83
Cobalion GX,106/181
Eiscue V,055/192
Hoopa,155/XY-P
Regice ex,98/106
Miraidon ex,243/091
Magnezone - DP44,DP44
Coalossal VMAX,099/185
Mr. Mime - 2014 (Andrew Estrada),47/116
Mewtwo,056/172
Eevee,011/012
Ceruledge,162/091
Dawn (Regional Championship) [Staff],087/094
Ethan's Adventure,221/182
Team Rocket's Mewtwo ex,281/217
M Aerodactyl EX - XY98,XY98
Lucario,3/11
Lumineon V - 2023 (Tord Reklev),040/172
Persian,056/130
Victreebel,003/111
Super Boost Energy Prism Star,136/156
Fighting Energy (Secret),233/198
Ditto,39/113
Articuno (16),16
Fairy Energy (#6),6/30
Galarian Perrserker,SV087/SV122
Raikou ex,92/95
Clefable,133/214
Blastoise & Piplup GX,38/236
Mega Dragalge ex,104/086
Emolga,112/086
Origin Forme Palkia VSTAR (Secret) (208),208/189
Flareon EX,RC6/RC32
Raichu,040/099
Haxorus,88/101
Ducklett,109/086
Ting-Lu ex,263/193
Skyla,122/122
Celebratory Fanfare (Ace Trainer),028
Suicune Star,115/115
Castform Snow-Cloud Form,50/146
Carracosta (Master Ball Pattern),023/086
Whimsicott ex,157/086
Puzzle of Time - 2018 (Robin Schulz),109/122
Liepard,65/98
Bianca's Devotion,209/162
Morpeko V - SWSH056,SWSH056
Kingdra GX (Full Art),66/70
Fighting Energy,110/114
Moltres & Zapdos & Articuno GX,44/68
Shinx (Shiny),SH12
Slowking,021/122
Hypnotoxic Laser - 2015 (Patrick Martinez),123/135
Flareon ex,146/131
Garchomp Spirit Link,XY169
N's Plan (Poke Ball Pattern),083/086
Tyranitar,095/159
Serperior - 064,064
Lapras V,SV110/SV122
Gumshoos GX (Full Art),145/149
Incineroar ex,034/162
Flareon,013/098
Fighting Energy (2011 Play! Pokemon),
Crobat - 076,076
Eevee ex - 174,174
Totodile,8/12
Jumpluff,3/124
Raticate,089/144
Raticate,48/112
Snorlax - 2023 (Gabriel Fernandez),143/196
Reshiram GX,SV51/SV94
Raichu,8/100
Dialga,127/214
Mewtwo LV.X - DP28,DP28
Greninja - XY24,XY24
Mega Absol ex,086/132
Arboliva,023/198
Reshiram GX (Full Art),65/70
Landorus EX (144 Full Art),144/149
Pikachu,78/123
Mega Lopunny & Jigglypuff GX (Secret),261/236
Professor's Letter,146a/162
Gengar (48),048/165
Fighting Energy,093/095
Latias ex,239/191
Lightning Energy (Secret),235/203
Cassiopeia,094/064
Erika's Ivysaur,041/132
Bellossom,20/146
Venonat,112/144
Lugia,009/111
Donphan - 2011 (Ross Cawthon),107/123
Machop,006/012
Toedscool,201/198
Shadow Rider Calyrex V (Full Art),171/198
Unown (54),54/123
Ledyba,71/123
Gallade V - SWSH258,SWSH258
N - 2015 (Patrick Martinez),96/108
Plusle,69/101
Team Aqua's Walrein,5/34
Energy Retrieval - 2012 (Zachary Bokhari),92/114
Dusclops,069/064
Blissey V,119/198
Grusha,268/193
Lass,075/102
Garbodor (57) - 2018 (Magnus Pedersen),57/122
Skarmory EX (145 Full Art),145/146
Furisode Girl (Full Art),190/195
Misty's Horsea,086/132
Zacian V-UNION - SWSH166,SWSH166
Hoopa ex,226/182
Regigigas,9/100
Fantina (Full Art),191/196
Welder,189a/214
Blaziken GX (Secret),170/168
Tauros GX (Secret),156/149
Professor's Letter (Sylveon),28/30
Dialga - DP26 (DP Black Star Promo),DP26
Beast Bringer (Secret),229/214
Golurk,72/101
Espeon ex,034/131
Charmander,1/70
Hypnotoxic Laser (Team Plasma),123/135
Kingambit,220/198
Lumineon,4/100
Raichu,003/017
Lucario,53/127
Kirlia - 2004 (Kevin Nguyen),34/109
Altaria - BW48 (Prerelease),BW48
Holon's Electrode - 2006 (Jimmy Ballard),21/113
Cramorant,226/S-P
Ninetales,38/106
Milotic (Delta Species),5/101
Zeraora V (Alternate Full Art),166/198
Lugia EX (Team Plasma) - BW83,BW83
Suicune (14),14/64
Ampharos GX (Secret),185/181
Eternatus V - SWSH044,SWSH044
Arbok,29/100
Greninja V-UNION - SWSH156,SWSH156
Exeggcute (76),076/147
Stakataka GX (Full Art),159/168
Salamence ex (Delta Species),98/101
Koffing (Secret),243/236
Dark Muk,41/82
Clefairy (#19),19/30
Field Blower - 2018 (Magnus Pedersen),125/145
Misty's Tentacool (32),032/132
Seviper - SM46 (Prerelease),SM46
Raichu (61),061/165
Roxanne (Full Art),188/189
Shuppet - 2018 (Magnus Pedersen),63/168
Absol ex - 2007 (Jun Hasebe),92/108
Absol ex,135/197
M Garchomp EX - XY168,XY168
Ciphermaniac's Codebreaking,198/162
Lilligant - BW49,BW49
Espeon GX (Full Art),140/149
Lapras V (Full Art),189/202
Grookey - SWSH070,SWSH070
Cynthia's Gible (Cosmos Holo),102/182
Snubbull,101/144
Pidgeotto (#23),23/30
Rowlet,SV001/SV122
Primeape,22/95
Charmander (98),098/165
Aaron's Collection - 2010 (Yuta Komatsuda),88/111
Mew ex - 053,053
Team Magma's Lairon,20/95
Dedenne GX (Secret),219/214
Holon Adventurer,85/110
Rocket's Mewtwo,014/132
Regidrago V,135/195
Grass Energy,101/106
Virizion EX - 2014 (Andrew Estrada),9/101
Tyranitar,030/100
Code Card - Perfect Order Pokemon Center Elite Trainer Box,
Code Card - Mega Sharpedo EX Premium Collection,
M Ampharos EX,28/98
Rhyperior,12/130
Weavile (Secret),238/236
Telepathic Psychic Energy,088/088
Buddy-Buddy Poffin - 2025 (Jose Cruz Galindo-Resendiz),
Toxicroak G (DP41) - 2009 (Tsubasa Nakamura),DP41
Lucario V,146/264
Furret,048/147
Net Ball,187/214
Cerulean City Gym,108/132
Mewtwo GX,SV59/SV94
Pignite,26/113
Masquerain,20/101
Shelgon,54/113
Squirtle (23),23/181
Umbreon VMAX,TG23/TG30
Regidrago V - SWSH281,SWSH281
Silvally - SM64,SM64
Cheren's Care (Secret),177/172
Piplup,015/017
Light Lanturn,023/105
Pokemon Retriever - 2006 (Miska Saari),84/109
Nidorina,40/112
Cosmoem,101/236
Mega Starmie ex,118/088
Aqua Patch,119/145
Charizard V (Alternate Full Art),154/172
Pheromosa & Buzzwole GX (Secret),215/214
Rayquaza,22/107
Jolteon,23/100
Primal Groudon EX (Shiny Full Art),97/98
Moltres & Zapdos & Articuno GX (Full Art),66/68
Crystal Cave (Secret),230/203
Volcarona - BW40 (Prerelease),BW40
Regirock,040/098
Celebi - SM224,SM224
Drapion V,118/196
Spiritomb,112/214
Dunsparce - 2005 (Takashi Yoneda),60/100
Jolteon EX,028a/083
Blaziken EX - XY54,XY54
Cresselia,071/064
Team Aqua's Mightyena,15/95
M Latios EX (102 Full Art),102/108
Flareon E4,60/111
Basic Lightning Energy (Cracked Ice Holo),012
Typhlosion (17),017/111
Zapdos (H32),H32/H32
Ultra Ball,196/198
Zekrom - 2012 (Chase Moloney),50/99
Warp Energy - 2010 (Yuta Komatsuda),95/100
Gardevoir GX - 2017 (Diego Cassiraga),93/147
Team Rocket's Mimikyu (Prerelease) [Staff],087/182
Zoroark,073/146
Machamp,11/108
Beedrill,13/106
Unown (V),79/146
Rapid Strike Urshifu VMAX (Alternate Art Secret),170/163
Mandibuzz (Master Ball Pattern),064/086
Pokemon Breeder,102/110
Pikachu,72/100
Lacey,166/142
Metang - 090 (Prerelease),090
Lysandre Prism Star,110/131
Electrike - 2006 (Jason Klaczynski),60/107
Absol EX - XY62,XY62
Gardevoir LV.X - 2010 (Michael Pramawat),131/132
Groudon (Shiny),SL4
Marill (#15),15/30
Yanmega (XY Steam Siege Prerelease),XY144
Regigigas (37),37/146
Marshadow,81/214
Litten - SM08,SM08
Katy,237/198
Pokemon Fan Club,130/147
Avery (Full Art),187/198
Volcarona,013/101
Mega Diancie ex,282/217
Rowlet & Alolan Exeggutor GX (Full Art),214/236
Cyclone Energy,99/115
Castform,34/113
Rainbow Energy (WotC League Promo),
Volcarona (18),18/98
Karen's Conviction (Full Art),193/198
Machamp (16),016/165
Vulpix,68/95
Sabrina's Gastly (97),097/132
Grotle,049/130
Lapras,21/106
Ekans (Delta Species),47/101
Beedrill V,001/189
Blastoise,017/078
Umbreon (61),61/108
Wigglytuff,105/094
Sinistcha ex,189/167
Koga's Pidgey (80),080/132
Cinderace,SV017/SV122
Basic Grass Energy - 001 (Cosmos Holo),001
Butterfree V (Full Art),177/189
Suicune,19/132
Kyogre,15/106
Dedenne - SWSH080,SWSH080
Kilowattrel,146/091
Greninja ex (Stellar Crown Stamped),041/142
Escape Rope,120/135
Wingull,70/100
Mantine,45/109
Mela,254/182
Chansey,015/034
Kingdra (19),019/147
Umbreon,041/147
Team Aqua Belt,76/95
Tsareena GX - SM56,SM56
Special Delivery Bidoof,SWSH177
Yveltal,RC16/RC32
Galvantula ex,168/142
Holon's Electrode,21/113
Garchomp ex,260/182
Lightning Energy (WotC 2002 League Promo),
Misty's Gyarados (Prerelease),049/182
Manaphy,9/130
Florges EX (116 Full Art),116/119
Sawsbuck,16/98
Plusle,53/168
Metal Saucer (Secret),214/202
Rainbow Energy,144/147
Max Elixir - 2018 (Naohito Inoue),102/122
Heracross,006/111
Poochyena,64/109
Geodude,110/165
Venusaur,3/73
Cinderace,036/202
Psyduck (32),32/149
Charmander,18/149
Super Rod - 2013 (Clement Lamberton),20/20
Claydol - 2010 (Yuka Furusawa),15/106
Necrozma - SM204 (Prerelease) [Staff],SM204
Crobat,033/119
Moonlight Stadium,100/106
Magnezone (6),6/100
Scizor GX (Full Art),158/168
Shuckle - HGSS15,HGSS15
Master Ball,153/162
Dustox,25/127
Blacephalon - SM221 (Prerelease) [Staff],SM221
Basic Water Energy - MEE 003 (Cosmos Holo),003
Fairy Energy (2017 Unnumbered) (Wave Foil),
M Gardevoir EX (Full Art),RC31/RC32
Ledian (H14),H14/H32
Team Galactic's Invention G-105 Poke Turn - 2009 (Tsubasa Nakamura),118/127
Professor Juniper - 2012 (Igor Costa),98/108
Potion,094/102
Jynx,083/165
Nest Ball (Secret),158/149
Stufful,110/147
Alolan Exeggutor GX,74/111
Rockruff (Ash vs Team Rocket Deck Kit),011/026
Rocket's Snorlax ex,104/109
Tapu Koko - 2017 (Naoto Suzuki),SM30
Single Strike Energy (Secret),183/163
Great Tusk ex,230/198
Mega Dragonite ex,152/217
Glaceon V (Alternate Full Art),175/203
Aerodactyl GX,106/236
Ditto,27/146
Skwovet,222/198
Mew ex,151/165
Delcatty - 2004 (Reed Weichler),5/109
Forretress (21),21/75
Origin Forme Dialga VSTAR,114/189
Pikachu,015/017
Dark Dragonair,038/110
Misty's Tentacruel,010/132
Starmie (H28),H28/H32
Bunnelby,010/012
Magneton (19),019/144
Leafeon,17/90
Blaziken VMAX,TG15/TG30
Metapod,054/102
Lightning Energy,106/108
Electabuzz,128/127
Ditto,38/113
Tyranitar (12),12/75
Professor's Letter - 2015 (Alejandro Ng-Guzman),123/146
Moo-Moo Milk,101/111
Super Rod - 2013 (Ian Whiton),20/20
Pokemon Center Lady - 2015 (Alejandro Ng-Guzman),93/106
Delphox - 074 [Staff],074
Raikou,55/162
Persian GX (Full Art),207/214
Rapid Strike Urshifu VMAX (Secret),169/163
Lucario - SWSH186,SWSH186
Ordinary Rod (Secret),215/202
Pinsir (Master Ball Pattern),003/131
Blastoise EX - XY122,XY122
Lt. Surge's Magnemite (80),080/132
Code Card - Arceus VSTAR Premium Collection,
Ice Rider Calyrex V,TG14/TG30
Nosepass,42/107
Mega Floette ex,101/086
Ninetales,3
Fighting Energy,097/102
Bulbasaur (95),095/165
Ralts,74/100
Ho-Oh,160/214
Cessation Crystal - 2008 (Paul Atanassov),74/100
Sharpedo,082/149
Houndoom,TG10/TG30
Typhlosion,17/115
Dratini,026/102
Lotad,35/107
Dusknoir (104 Secret Rare),104/101
Eevee V,108/159
Delphox,10/39
Galarian Zapdos V (Alternate Full Art),174/198
Fairy Energy (20),
Pichu,20/100
Dragapult,091/192
Fennekin,010/124
Pidgey,057/102
Dragapult VMAX,093/192
Professor Juniper,101/114
Nidoran M,096/147
Aggron,14/111
Miraidon ex,253/198
Bulbasaur,1/108
Magcargo (18),018/144
Light Venomoth,053/105
Gengar,050/088
Swampert,005/017
Elekid,36/100
Lickitung,37/112
Pokemon Communication,098/123
Riolu,61/130
Manectric EX,23/119
Ho-Oh V (Full Art),187/195
Conkeldurr V (Alternate Full Art),074/078
VS Seeker - 2017 (Kabu Fukase),109/119
Poochyena,GG33/GG70
Serena (Secret),207/195
Unown [B],39/64
Blissey (H6),H06/H32
Basic Water Energy,279/193
Primeape (Delta Species),50/110
Chansey,072/165
Siebold (Secret),221/198
Miltank (Master Ball Pattern),081/131
Cutiefly,172/162
Seviper,20/106
Zangoose,34/110
Iron Hands ex,070/182
Seismitoad EX - 2015 (Patrick Martinez),20/111
Dark Gengar,006/105
Entei,34/53
Grass Energy (Secret),283/264
Metagross EX (Shiny),XY34
Rocket's Admin. - 2005 (Curran Hill),86/109
Dimension Valley,093/119
Mow Rotom,RT4
Volo (Full Art),151/159
Aurorus EX - XY102 (XY Black Star Promos),XY102
Heracross,064/144
Ralts,61/106
Steelix,150/132
Igglybuff,36/53
Enhanced Hammer - 2018 (Robin Schulz),124/145
Magnezone,47/135
Gengar (Cosmos Holo),057/091
Dunsparce (Master Ball Pattern),079/131
Serperior,005/114
Pumpkaboo,056/146
Gengar (16),16/99
Dusk Mane Necrozma GX (Secret Rare),163/156
Azelf - 2009 (David Cohen),19/146
Pinsir (Delta Species),9/101
Lapras (10),10/62
Necrozma - SM204 (Prerelease),SM204
Donphan (Prime),107/123
Kadabra,049/110
Shaymin EX,5/99
Hisuian Typhlosion V,053/189
Power Tree - 2006 (Hiroki Yano),76/92
Vaporeon EX,24/83
Ledyba,07/18
Dachsbun ex,160/142
Giant Bomb (Secret),251/236
Persian - SM182 (Prerelease) [Staff],SM182
Noivern V (Full Art),195/203
Poliwhirl,115/146
Hop's Zacian ex,111/159
Teal Mask Ogerpon ex - 025/167 - 2024 (Evan Pavelski),025/167
Rotom ex,111/094
Alolan Vulpix,30/156
Rayquaza EX - 2013 (Clement Lamberton),85/124
Darkness Energy (Basic),121/123
Florges,103/162
Altaria,TG11/TG30
Leafeon V (Full Art),166/203
Kabutops (150),150/144
Gengar EX,034/119
Oshawott - SWSH222 (Cosmo Holo),SWSH222
Magcargo,024/168
Doduo,048/102
Espeon ex - 2007 (Tom Roos),102/115
Boldore,128/086
Lightning Energy,091/095
Healing Field,61/64
Machamp GX (Full Art),135/147
PlusPower,112/127
Maxie's Hidden Ball Trick (158 Full Art),158/160
Metal Energy - 2010 (Yuta Komatsuda),
Hydreigon C - SWSH138,SWSH138
Dunsparce - 2004 (Chris Fulop),60/100
Delibird,05/64
Energy Restore,141/165
Moomoo Milk,94/123
Bruxish - SM11 (Prerelease) [Staff],SM11
Ditto,012/017
M Lucario EX,55/111
Ivysaur,047/110
Island Cave - 2005 (Curran Hill),89/101
Sneasel (Master Ball Pattern),061/131
"Code Card - XY Base Set Theme Deck - ""Resilient Life"" [Xerneas]",
Kingdra GX - SM155,SM155
Professor Turo's Scenario - 2025 (Yuya Okita),
Tauros (Ash vs Team Rocket Deck Kit),014/026
Zapdos - SM145,SM145
Eevee & Snorlax GX (Secret),191/181
Drowsee,32/112
Duraludon - SWSH060,SWSH060
Flying Pikachu,110/108
Dragonite (9),009/165
Mew (19),019/165
Kirlia,53/132
Houndour (87),087/147
Skwovet,205/091
Reshiram GX - SM137,SM137
Golurk V (Alternate Full Art),182/203
Slaking,115/168
Dartrix,SV002/SV122
Glaceon,025/131
Cyndaquil - SWSH221 (Cosmos Holo),SWSH221
Alolan Dugtrio,011/012
Haxorus,89/108
Boss's Orders,TG24/TG30
Toxtricity V,070/192
Lightning Energy (#18),18/30
Shining Celebi - SM79,SM79
Morpeko V-Union (SWSH287-290),SWSH290
Zacian V - SWSH018,SWSH018
Ecogym,084/111
White Kyurem EX,101/113
Dusk Mane Necrozma GX,90/156
Vaporeon,22/98
Torterra,30/100
Battle Compressor (Team Flare Gear) - 2016 (Cody Walinski),92/119
Hypnotoxic Laser - 2014 (Haruto Kobayashi),123/135
Roseanne's Backup,148/172
Aerodactyl VSTAR (Secret),199/196
Scott,81/108
Professor Elm's Training Method (2006-2007),79/101
Buzzwole GX - SM69 (SM Black Star Promos),SM69
Hitmonchan,062/108
Jirachi EX - 2014 (Andrew Estrada),60/101
Lost Vacuum - 2024 (Fernando Cifuentes),162/196
Devolution Spray,072/102
Eevee - 173,173
Mismagius,10/130
Zacian,100/094
Gym Badge (Erika),XY206
Copycat,090/123
Bouffalant (91),91/114
Charizard V - SWSH050,SWSH050
Pikachu V-Union [Set of 4],
Armaldo,18/146
Alolan Exeggutor ex,242/191
Blaine's Magmar,037/132
Origin Forme Palkia VSTAR (Secret) (192),192/189
Dark Gloom,36/82
Magnezone VSTAR,057/196
Palkia G,12/127
Cynthia's Roserade,184/182
Blaine's Charmander,060/132
Ampharos V,049/185
Mega Eelektross ex,061/217
Psyduck,079/105
Minun,37/106
Switch - 2012 (Shuto Itagaki),104/114
Pikachu,051/162
Phanpy,015/017
Ultra Recon Squad (Full Art),131/131
Venomoth,11/102
Charizard,14/181
Gust of Wind,093/102
Dark Tyranitar (19) - 2005 (Takashi Yoneda),19/109
Feraligatr (Delta Species),2/101
Kyogre,021/072
Omastar,19/100
Zorua (70),70/108
Whimsicott VSTAR (Secret),175/172
Shining Charizard,107/105
Pokemon Ranger (Full Art),113/114
Switch,123/094
Kyogre ex - 178,178
Umbreon (Poke Ball Pattern),059/131
Custom Catcher (Secret),231/214
Pokemon Fan Club - 2004 (Reed Weichler),130/147
Treecko -  055,055
Marshtomp,36/97
Surprise Box,187/214
Xerneas EX - 2014 (Michikazu Tsuda),97/146
Bianca (147 Full Art),147/149
Meltan - SM177,SM177
Politoed,12/146
Lugia,132/185
Dewgong,040/110
Warp Point,84/100
Pidgeotto (#2),2/30
Machamp (Prime),95/102
Code Card - Prismatic Evolutions Pokemon Center Elite Trainer Box,
Tornadus EX (Team Plasma) (114 Full Art),114/116
Kadabra,032/102
Dewott,005/012
Dark Donphan,003/105
Arcade Game (Goldenrod Game Corner),083/111
Bewear,056/111
Suicune (EB Games Exclusive),026/094
Stakataka GX,102/168
Magneton - 159 (Pokémon Center Exclusive),159
Pikachu (#16),16/30
Boltund VMAX,104/264
Nidorina - 2005 (Jeremy Maron),40/112
Pidgeot (23),023/165
Lugia VSTAR (Secret) (202),202/195
Galarian Cursola V,21/73
Pidgeotto,208/197
Morpeko VMAX (Secret),204/202
Skiploom,52/64
Genesect V (Full Art),254/264
Surfer,293/217
Flygon ex (Delta Species) - 2007 (Jun Hasebe),92/101
Pikachu Star,104/110
Code Card - Mythical Pokemon Collection Box [Mew],
Pikachu (Movie Promo),04/53
Lunala GX (Full Art),141/149
Holon Transceiver - 2007 (Akira Miyazaki),98/113
Sandshrew,062/102
Electrike,196/182
Metagross Star,113/113
Umbreon VMAX,095/203
Celebi & Venusaur GX,1/181
Abra,043/102
Pokemon Park,010/017
Champions Festival - SM148 (World Championships 2018),SM148
White Kyurem GX (Secret),74/70
Nidoqueen (H21),H21/H32
Sharpedo (Delta Species),53/110
Cubone,103/165
Arcanine (13),13/99
Garbodor,54/124
Sprigatito,012/193
M Camerupt EX - XY198a,XY198a
Lucario,067/156
Ariados,003/147
Suicune V,031/203
Jigglypuff,071/111
Smeargle,109/147
Energy Loto - 2024 (Fernando Cifuentes),140/189
Professor Rowan,112/130
Special Red Card,113/086
Rainbow Energy,81/92
Cinccino,183/162
Professor Sada's Vitality,256/182
Jolteon (Poke Ball Pattern),029/131
Poochyena,86/127
Arven,166/198
Kyogre ex,94/101
Team Rocket's Crobat ex,234/182
Salamence ex,114/159
Crobat,14/95
Poochyena,79/113
Butterfree,14/106
Ditto,063/113
Chimchar,013/017
Radiant Charizard,020/159
Boss's Orders (Full Art),SWSH251
Gastly,63/102
Mew VMAX - 2023 (Vance Kelley),114/264
Alakazam,001/110
Zebstrika,57/149
Salamence - SM140,SM140
